CellType,genesymbol
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD36
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD55
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD74
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD81
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CD96
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CHGA
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CLC
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CLNK
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,CUEDC2
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX21
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DDX58
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DENND1B
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DHX36
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,DLG1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,F2RL1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FCER1G
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FFAR2
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FFAR3
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FOXP3
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,FZD5
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GAS6
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GATA3
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,GPRC5B
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HFE
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-A
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-E
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-F
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HLA-G
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HMOX1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,HSPD1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IFNA2
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IFNB1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL10
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL12A
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL12B
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL18
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL18R1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL18RAP
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL1B
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL1R1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL31RA
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL4
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IL6
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,INAVA
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,IRAK3
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,JAK3
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,KARS1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,KDELR1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,KIR2DL4
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,KIT
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,LACC1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,LILRB1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MALT1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MAP3K7
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MAVS
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MIF
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,MR1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,NLRP3
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,NOD2
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,NR4A3
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,PRKCZ
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,RAET1G
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,RSAD2
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SASH3
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SCIMP
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SEMA7A
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SIRT1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SLC11A1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SLC7A5
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SMAD7
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SPHK2
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,SPON2
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,STARD7
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TBX21
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TGFB1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TGFB2
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TGFB3
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TICAM1
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TLR2
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TLR3
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TLR4
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TNF
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TNFRSF14
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TNFRSF1B
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TNFSF4
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRAF2
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRAF6
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRIL
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRIM6
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,TRPM4
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,WNT5A
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,XCL1
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,ADAM8
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,ALOX5
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,CCR6
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,CX3CL1
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,ELANE
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,FFAR2
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,FUT7
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,ITGB2
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,JAM3
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,LBP
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,MDK
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,PTN
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,S100A8
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,S100A9
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,SELE
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,SLAMF8
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,DYSF
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,FER1L5
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GRN
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,HAVCR2
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,IFNG
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,IL33
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,LBP
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,PRKCE
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,SBNO2
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,SUCNR1
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,SYK
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,TICAM1
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,TREM2
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,TREX1
GO_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,TYROBP
GO_MAST_CELL_MEDIATED_IMMUNITY,ADGRE2
GO_MAST_CELL_MEDIATED_IMMUNITY,ADORA2B
GO_MAST_CELL_MEDIATED_IMMUNITY,BLK
GO_MAST_CELL_MEDIATED_IMMUNITY,BTK
GO_MAST_CELL_MEDIATED_IMMUNITY,C12orf4
GO_MAST_CELL_MEDIATED_IMMUNITY,CBL
GO_MAST_CELL_MEDIATED_IMMUNITY,CD300A
GO_MAST_CELL_MEDIATED_IMMUNITY,CD84
GO_MAST_CELL_MEDIATED_IMMUNITY,CHGA
GO_MAST_CELL_MEDIATED_IMMUNITY,CPLX2
GO_MAST_CELL_MEDIATED_IMMUNITY,FCER1G
GO_MAST_CELL_MEDIATED_IMMUNITY,FER
GO_MAST_CELL_MEDIATED_IMMUNITY,FES
GO_MAST_CELL_MEDIATED_IMMUNITY,FGR
GO_MAST_CELL_MEDIATED_IMMUNITY,FOXF1
GO_MAST_CELL_MEDIATED_IMMUNITY,GAB2
GO_MAST_CELL_MEDIATED_IMMUNITY,GATA2
GO_MAST_CELL_MEDIATED_IMMUNITY,HMOX1
GO_MAST_CELL_MEDIATED_IMMUNITY,IL13
GO_MAST_CELL_MEDIATED_IMMUNITY,IL13RA2
GO_MAST_CELL_MEDIATED_IMMUNITY,IL4
GO_MAST_CELL_MEDIATED_IMMUNITY,IL4R
GO_MAST_CELL_MEDIATED_IMMUNITY,KIT
GO_MAST_CELL_MEDIATED_IMMUNITY,LAT
GO_MAST_CELL_MEDIATED_IMMUNITY,LAT2
GO_MAST_CELL_MEDIATED_IMMUNITY,LGALS9
GO_MAST_CELL_MEDIATED_IMMUNITY,LYN
GO_MAST_CELL_MEDIATED_IMMUNITY,MILR1
GO_MAST_CELL_MEDIATED_IMMUNITY,MRGPRX2
GO_MAST_CELL_MEDIATED_IMMUNITY,NPPA
GO_MAST_CELL_MEDIATED_IMMUNITY,NR4A3
GO_MAST_CELL_MEDIATED_IMMUNITY,PDPK1
GO_MAST_CELL_MEDIATED_IMMUNITY,PIK3CD
GO_MAST_CELL_MEDIATED_IMMUNITY,PIK3CG
GO_MAST_CELL_MEDIATED_IMMUNITY,PLA2G3
GO_MAST_CELL_MEDIATED_IMMUNITY,RAC2
GO_MAST_CELL_MEDIATED_IMMUNITY,RASGRP1
GO_MAST_CELL_MEDIATED_IMMUNITY,S100A13
GO_MAST_CELL_MEDIATED_IMMUNITY,SERPINB9
GO_MAST_CELL_MEDIATED_IMMUNITY,SNAP23
GO_MAST_CELL_MEDIATED_IMMUNITY,SNX4
GO_MAST_CELL_MEDIATED_IMMUNITY,SPHK2
GO_MAST_CELL_MEDIATED_IMMUNITY,SPON2
GO_MAST_CELL_MEDIATED_IMMUNITY,STXBP1
GO_MAST_CELL_MEDIATED_IMMUNITY,STXBP2
GO_MAST_CELL_MEDIATED_IMMUNITY,SYK
GO_MAST_CELL_MEDIATED_IMMUNITY,UNC13D
GO_MAST_CELL_MEDIATED_IMMUNITY,VAMP7
GO_MAST_CELL_MEDIATED_IMMUNITY,VAMP8
GO_MYELOID_LEUKOCYTE_ACTIVATION,A1BG
GO_MYELOID_LEUKOCYTE_ACTIVATION,ABCA13
GO_MYELOID_LEUKOCYTE_ACTIVATION,ABR
GO_MYELOID_LEUKOCYTE_ACTIVATION,ACAA1
GO_MYELOID_LEUKOCYTE_ACTIVATION,ACLY
GO_MYELOID_LEUKOCYTE_ACTIVATION,ACP3
GO_MYELOID_LEUKOCYTE_ACTIVATION,ACTR10
GO_MYELOID_LEUKOCYTE_ACTIVATION,ACTR1B
GO_MYELOID_LEUKOCYTE_ACTIVATION,ACTR2
GO_MYELOID_LEUKOCYTE_ACTIVATION,ADA2
GO_MYELOID_LEUKOCYTE_ACTIVATION,ADAM10
GO_MYELOID_LEUKOCYTE_ACTIVATION,ADAM8
GO_MYELOID_LEUKOCYTE_ACTIVATION,ADAM9
GO_MYELOID_LEUKOCYTE_ACTIVATION,ADGRE2
GO_MYELOID_LEUKOCYTE_ACTIVATION,ADGRE3
GO_MYELOID_LEUKOCYTE_ACTIVATION,ADGRE5
GO_MYELOID_LEUKOCYTE_ACTIVATION,ADGRF5
GO_MYELOID_LEUKOCYTE_ACTIVATION,ADGRG3
GO_MYELOID_LEUKOCYTE_ACTIVATION,ADORA2B
GO_MYELOID_LEUKOCYTE_ACTIVATION,AGA
GO_MYELOID_LEUKOCYTE_ACTIVATION,AGER
GO_MYELOID_LEUKOCYTE_ACTIVATION,AGL
GO_MYELOID_LEUKOCYTE_ACTIVATION,AGPAT2
GO_MYELOID_LEUKOCYTE_ACTIVATION,AHSG
GO_MYELOID_LEUKOCYTE_ACTIVATION,AIF1
GO_MYELOID_LEUKOCYTE_ACTIVATION,ALAD
GO_MYELOID_LEUKOCYTE_ACTIVATION,ALDH3B1
GO_MYELOID_LEUKOCYTE_ACTIVATION,ALDOA
GO_MYELOID_LEUKOCYTE_ACTIVATION,ALDOC
GO_MYELOID_LEUKOCYTE_ACTIVATION,ALOX5
GO_MYELOID_LEUKOCYTE_ACTIVATION,AMPD3
GO_MYELOID_LEUKOCYTE_ACTIVATION,ANO6
GO_MYELOID_LEUKOCYTE_ACTIVATION,ANPEP
GO_MYELOID_LEUKOCYTE_ACTIVATION,ANXA2
GO_MYELOID_LEUKOCYTE_ACTIVATION,ANXA3
GO_MYELOID_LEUKOCYTE_ACTIVATION,AOC1
GO_MYELOID_LEUKOCYTE_ACTIVATION,AP1M1
GO_MYELOID_LEUKOCYTE_ACTIVATION,AP2A2
GO_MYELOID_LEUKOCYTE_ACTIVATION,APAF1
GO_MYELOID_LEUKOCYTE_ACTIVATION,APEH
GO_MYELOID_LEUKOCYTE_ACTIVATION,APP
GO_MYELOID_LEUKOCYTE_ACTIVATION,APRT
GO_MYELOID_LEUKOCYTE_ACTIVATION,ARG1
GO_MYELOID_LEUKOCYTE_ACTIVATION,ARHGAP45
GO_MYELOID_LEUKOCYTE_ACTIVATION,ARHGAP9
GO_MYELOID_LEUKOCYTE_ACTIVATION,ARL8A
GO_MYELOID_LEUKOCYTE_ACTIVATION,ARMC8
GO_MYELOID_LEUKOCYTE_ACTIVATION,ARPC5
GO_MYELOID_LEUKOCYTE_ACTIVATION,ARSA
GO_MYELOID_LEUKOCYTE_ACTIVATION,ARSB
GO_MYELOID_LEUKOCYTE_ACTIVATION,ASAH1
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATAD3B
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATG7
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATM
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATP11A
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATP11B
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATP6AP2
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATP6V0A1
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATP6V0C
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATP6V1D
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATP8A1
GO_MYELOID_LEUKOCYTE_ACTIVATION,ATP8B4
GO_MYELOID_LEUKOCYTE_ACTIVATION,AZU1
GO_MYELOID_LEUKOCYTE_ACTIVATION,B2M
GO_MYELOID_LEUKOCYTE_ACTIVATION,B4GALT1
GO_MYELOID_LEUKOCYTE_ACTIVATION,BATF
GO_MYELOID_LEUKOCYTE_ACTIVATION,BATF2
GO_MYELOID_LEUKOCYTE_ACTIVATION,BATF3
GO_MYELOID_LEUKOCYTE_ACTIVATION,BCR
GO_MYELOID_LEUKOCYTE_ACTIVATION,BIN2
GO_MYELOID_LEUKOCYTE_ACTIVATION,BLK
GO_MYELOID_LEUKOCYTE_ACTIVATION,BPI
GO_MYELOID_LEUKOCYTE_ACTIVATION,BRI3
GO_MYELOID_LEUKOCYTE_ACTIVATION,BST1
GO_MYELOID_LEUKOCYTE_ACTIVATION,BST2
GO_MYELOID_LEUKOCYTE_ACTIVATION,BTK
GO_MYELOID_LEUKOCYTE_ACTIVATION,C12orf4
GO_MYELOID_LEUKOCYTE_ACTIVATION,C1orf35
GO_MYELOID_LEUKOCYTE_ACTIVATION,C1QA
GO_MYELOID_LEUKOCYTE_ACTIVATION,C3
GO_MYELOID_LEUKOCYTE_ACTIVATION,C3AR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,C5AR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,C6orf120
GO_MYELOID_LEUKOCYTE_ACTIVATION,CAB39
GO_MYELOID_LEUKOCYTE_ACTIVATION,CALML5
GO_MYELOID_LEUKOCYTE_ACTIVATION,CAMK4
GO_MYELOID_LEUKOCYTE_ACTIVATION,CAMP
GO_MYELOID_LEUKOCYTE_ACTIVATION,CAND1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CANT1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CAP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CAPN1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CAT
GO_MYELOID_LEUKOCYTE_ACTIVATION,CBL
GO_MYELOID_LEUKOCYTE_ACTIVATION,CCL3
GO_MYELOID_LEUKOCYTE_ACTIVATION,CCL5
GO_MYELOID_LEUKOCYTE_ACTIVATION,CCR2
GO_MYELOID_LEUKOCYTE_ACTIVATION,CCT2
GO_MYELOID_LEUKOCYTE_ACTIVATION,CCT8
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD14
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD177
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD2
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD200
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD226
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD300A
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD300LF
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD33
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD36
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD44
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD47
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD53
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD55
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD58
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD59
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD63
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD68
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD74
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD84
GO_MYELOID_LEUKOCYTE_ACTIVATION,CD93
GO_MYELOID_LEUKOCYTE_ACTIVATION,CDA
GO_MYELOID_LEUKOCYTE_ACTIVATION,CDK13
GO_MYELOID_LEUKOCYTE_ACTIVATION,CEACAM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CEACAM3
GO_MYELOID_LEUKOCYTE_ACTIVATION,CEACAM6
GO_MYELOID_LEUKOCYTE_ACTIVATION,CEACAM8
GO_MYELOID_LEUKOCYTE_ACTIVATION,CEBPA
GO_MYELOID_LEUKOCYTE_ACTIVATION,CEP290
GO_MYELOID_LEUKOCYTE_ACTIVATION,CFD
GO_MYELOID_LEUKOCYTE_ACTIVATION,CFP
GO_MYELOID_LEUKOCYTE_ACTIVATION,CHGA
GO_MYELOID_LEUKOCYTE_ACTIVATION,CHI3L1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CHIT1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CHRNB4
GO_MYELOID_LEUKOCYTE_ACTIVATION,CKAP4
GO_MYELOID_LEUKOCYTE_ACTIVATION,CLEC12A
GO_MYELOID_LEUKOCYTE_ACTIVATION,CLEC4C
GO_MYELOID_LEUKOCYTE_ACTIVATION,CLEC4D
GO_MYELOID_LEUKOCYTE_ACTIVATION,CLEC5A
GO_MYELOID_LEUKOCYTE_ACTIVATION,CLU
GO_MYELOID_LEUKOCYTE_ACTIVATION,CMTM6
GO_MYELOID_LEUKOCYTE_ACTIVATION,CNN2
GO_MYELOID_LEUKOCYTE_ACTIVATION,CNR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CNR2
GO_MYELOID_LEUKOCYTE_ACTIVATION,COMMD3
GO_MYELOID_LEUKOCYTE_ACTIVATION,COMMD9
GO_MYELOID_LEUKOCYTE_ACTIVATION,COPB1
GO_MYELOID_LEUKOCYTE_ACTIVATION,COTL1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CPLX2
GO_MYELOID_LEUKOCYTE_ACTIVATION,CPNE1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CPNE3
GO_MYELOID_LEUKOCYTE_ACTIVATION,CPPED1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CRACR2A
GO_MYELOID_LEUKOCYTE_ACTIVATION,CREG1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CRISP3
GO_MYELOID_LEUKOCYTE_ACTIVATION,CRISPLD2
GO_MYELOID_LEUKOCYTE_ACTIVATION,CRLF2
GO_MYELOID_LEUKOCYTE_ACTIVATION,CRTC3
GO_MYELOID_LEUKOCYTE_ACTIVATION,CSF1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CSF2
GO_MYELOID_LEUKOCYTE_ACTIVATION,CSNK2B
GO_MYELOID_LEUKOCYTE_ACTIVATION,CST3
GO_MYELOID_LEUKOCYTE_ACTIVATION,CST7
GO_MYELOID_LEUKOCYTE_ACTIVATION,CSTB
GO_MYELOID_LEUKOCYTE_ACTIVATION,CTSA
GO_MYELOID_LEUKOCYTE_ACTIVATION,CTSB
GO_MYELOID_LEUKOCYTE_ACTIVATION,CTSC
GO_MYELOID_LEUKOCYTE_ACTIVATION,CTSD
GO_MYELOID_LEUKOCYTE_ACTIVATION,CTSG
GO_MYELOID_LEUKOCYTE_ACTIVATION,CTSH
GO_MYELOID_LEUKOCYTE_ACTIVATION,CTSS
GO_MYELOID_LEUKOCYTE_ACTIVATION,CTSZ
GO_MYELOID_LEUKOCYTE_ACTIVATION,CX3CL1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CXCL1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CXCL6
GO_MYELOID_LEUKOCYTE_ACTIVATION,CXCL8
GO_MYELOID_LEUKOCYTE_ACTIVATION,CXCR1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CXCR2
GO_MYELOID_LEUKOCYTE_ACTIVATION,CYB5R3
GO_MYELOID_LEUKOCYTE_ACTIVATION,CYBA
GO_MYELOID_LEUKOCYTE_ACTIVATION,CYBB
GO_MYELOID_LEUKOCYTE_ACTIVATION,CYFIP1
GO_MYELOID_LEUKOCYTE_ACTIVATION,CYSTM1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DBNL
GO_MYELOID_LEUKOCYTE_ACTIVATION,DCSTAMP
GO_MYELOID_LEUKOCYTE_ACTIVATION,DDOST
GO_MYELOID_LEUKOCYTE_ACTIVATION,DDX3X
GO_MYELOID_LEUKOCYTE_ACTIVATION,DEFA1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DEFA1B
GO_MYELOID_LEUKOCYTE_ACTIVATION,DEFA4
GO_MYELOID_LEUKOCYTE_ACTIVATION,DEGS1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DERA
GO_MYELOID_LEUKOCYTE_ACTIVATION,DGAT1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DHRS2
GO_MYELOID_LEUKOCYTE_ACTIVATION,DIAPH1
GO_MYELOID_LEUKOCYTE_ACTIVATION,DNAJC13
